session,time
Benchmarks,13.7195226349998
CCL,12.0696668149997
CTT,11.8142761520017
Cube,11.7908921700008
Doc,17.1046992299985
FOL,11.9325574270003
FOLP,12.0767671440002
HOL,24.0250023729987
LCF,11.764578272
Pure,11.7539355939999
Sequents,11.6331978699993
Tools,11.6719710410014
ZF,12.1718200579993
Isabelle,25.9971951809991
Old,11.6136620933333
