size,time
45,0.700885999947786
54,1.71586599946022
59,1.39139200001955
79,1.56880400143564
83,0.878126999363303
87,1.20326000079513
102,1.06779100000858
103,1.61111599951983
103,1.1646880004555
103,0.850273000076413
113,1.65588700026274
126,1.15637600049376
142,1.14969700016081
148,1.08781799860299
178,1.01555600017309
178,1.28855499997735
179,2.03791300021112
194,0.934028999879956
199,1.03614000044763
202,0.878754001110792
214,1.47128700092435
215,1.23975200019777
219,0.676098000258207
219,1.20405199937522
222,0.828059000894427
243,1.06100799888372
247,0.916664998978376
254,0.622987000271678
261,0.672985000535846
269,1.14633399993181
278,0.693878998979926
278,0.56335199996829
281,0.905456999316812
285,1.35470299981534
286,0.671130001544952
287,3.74408599920571
288,1.41184100136161
290,0.75471199862659
295,0.632802000269294
295,0.827120000496507
297,0.713760999962688
302,1.23239899985492
303,0.934004999697208
304,0.544002998620272
306,1.00282300077379
306,1.27604700066149
306,0.660532001405954
311,1.18380199931562
318,0.862116999924183
318,0.78868299908936
327,1.29261999949813
331,1.17598499916494
335,0.963599000126123
341,0.824354000389576
345,1.01299599930644
355,0.871936000883579
355,0.964027000591159
359,0.690920000895858
365,0.872103000059724
372,0.49608999863267
375,0.78889499977231
376,1.08536299876869
378,0.885813999921083
391,0.453100999817252
391,0.508326999843121
395,1.28532399982214
395,1.04429400153458
397,0.510222999379039
399,0.999331999570131
399,0.601891998201609
400,1.25350899994373
408,0.463175999000668
423,1.04326399974525
436,1.02183100022376
442,0.893758999183774
446,0.510483000427485
451,0.458333000540733
457,1.32180199958384
475,1.54116200096905
475,1.32305499911308
476,0.567192999646068
501,0.845839999616146
535,1.17040999978781
537,0.815270001068711
560,1.35116999968886
570,0.70749399997294
576,0.700304999947548
586,1.70870500057936
586,1.07352400012314
590,0.651164999231696
591,0.913851998746395
602,1.14075800031424
605,0.949568001553416
605,1.02882499992847
616,1.21994699910283
650,1.33613199926913
654,1.30872599966824
658,1.09546799957752
665,0.629729999229312
666,0.85164999961853
679,0.711296999827027
682,0.953877000138164
682,1.82973299920559
682,0.934888999909162
684,1.90626799874008
686,0.852292999625206
689,0.850769000127912
690,0.93108599819243
694,0.770460998639464
696,3.44291199930012
707,1.39792600087821
733,0.853624001145363
733,0.909273000434041
740,0.774907998740673
753,0.669786999002099
761,0.682568000629544
765,1.10807600058615
766,0.9832300003618
767,1.53428800031543
768,1.04083700105548
768,0.471373001113534
769,1.33767700009048
771,0.72698299959302
772,0.919354999437928
786,1.0901149995625
791,0.558462001383305
801,0.603957999497652
806,1.29774400033057
807,2.07297299988568
807,0.901562999933958
814,1.00950000062585
814,1.81867500022054
815,0.776724999770522
815,0.751398999243975
820,0.662515999749303
828,0.943634999915957
842,0.45214799977839
846,1.06448400020599
850,0.815034000203013
856,0.812664000317454
862,0.912456998601556
865,0.890572000294924
905,1.26966900005937
911,1.07167799957097
919,0.558416999876499
930,0.818998999893665
941,0.736364999786019
944,1.08434699848294
944,0.970588000491262
944,1.00297299958766
944,1.08028100058436
949,0.760734999552369
951,1.12336499989033
952,1.14980199933052
955,1.40502299927175
960,0.633333001285791
961,0.969922998920083
964,0.699069999158382
964,0.782525999471545
966,2.21514900028706
968,1.34830999933183
970,0.759767999872565
974,0.678355000913143
985,1.00958099961281
985,0.701346000656486
1016,1.00015900097787
1034,1.36533600091934
1034,1.17132899910212
1041,1.29090099968016
1042,1.27029499970377
1050,0.684648999944329
1051,0.825838999822736
1077,0.972500998526812
1077,0.855753999203444
1079,1.7168140001595
1087,1.27747599966824
1103,1.28863499872386
1107,1.55875100009143
1113,0.862532000988722
1115,0.708122000098228
1124,1.27743500098586
1139,1.0052760001272
1143,1.10754299908876
1144,1.20653299987316
1160,1.02098799869418
1166,0.744750998914242
1192,1.0086390003562
1194,1.01656499877572
1198,0.90059900097549
1210,0.841241998597979
1215,1.03753099963069
1226,1.16760200075805
1227,0.917285000905395
1231,1.54684399999678
1236,0.998748000711203
1260,1.24268500134349
1260,1.90947300009429
1264,1.12276400066912
1269,1.37681300006807
1291,0.899328999221325
1313,0.622263999655843
1315,1.24126299843192
1324,1.38030300103128
1337,0.980526000261307
1339,1.32689400017262
1343,0.816829999908805
1349,0.764824999496341
1362,0.690300000831485
1363,1.43906799890101
1376,0.869541000574827
1395,1.09080700017512
1402,2.1441409997642
1406,0.974870000034571
1406,0.735102999955416
1424,1.19972100108862
1431,0.881682001054287
1432,0.955563999712467
1434,0.880229000002146
1439,0.668469000607729
1451,0.862934000790119
1453,0.996254000812769
1455,0.866859000176191
1460,1.30603299848735
1463,0.756873998790979
1465,0.781060999259353
1465,0.854335000738501
1469,1.12644799984992
1473,1.27339199930429
1478,1.45444500073791
1490,1.07419699989259
1492,0.806414999067783
1499,0.755894001573324
1500,0.638157000765204
1506,1.28878700174391
1512,1.28593499958515
1513,1.0722710005939
1528,0.714933000504971
1543,0.69730900041759
1546,1.35654499940574
1549,1.70592799969018
1551,1.39600699953735
1556,1.93228799849749
1556,0.78295100107789
1560,0.992876000702381
1562,1.10913399979472
1563,0.950501998886466
1571,0.928494000807404
1573,0.898039000108838
1583,0.828735999763012
1583,1.43743799999356
1588,1.27335300110281
1602,0.558592000976205
1614,1.18251200020313
1616,0.903637999668717
1618,1.14979499951005
1625,50.8257100004703
1635,29.0692659988999
1654,0.788008000701666
1665,0.884778000414372
1669,0.740864999592304
1669,0.987498998641968
1679,0.960250001400709
1708,1.40098799951375
1719,2.12808800116181
1719,0.711244000121951
1728,1.81776500120759
1733,1.60508999973536
1735,0.706503000110388
1739,0.733349001035094
1742,1.35312999971211
1753,0.982286000624299
1763,4.28518700040877
1763,1.1261930000037
1765,1.60397999919951
1781,1.05824399925768
1784,1.0157199986279
1788,1.86148499883711
1808,0.719583999365568
1824,1.27887799963355
1826,2.12937000021338
1831,0.932079000398517
1840,1.0872359983623
1844,1.14445600099862
1846,1.18648699857295
1846,1.04437700100243
1849,1.73229600116611
1869,1.15106900036335
1878,0.725135998800397
1881,1.15423499979079
1892,1.2242010012269
1895,0.635107999667525
1896,1.18049399927259
1907,0.727526001632214
1913,2.47204800136387
1927,1.30276099964976
1933,0.858659999445081
1949,1.15123500116169
1949,1.48516000062227
1951,0.907561000436544
1953,0.948101999238133
1956,1.15674299933016
1957,1.12601499818265
1959,1.47029700130224
1962,1.05087799951434
1974,1.57925100065768
1974,2.60469000041485
1978,1.21088100038469
1979,1.49169700033963
1984,1.04654000140727
1995,0.655074000358581
2005,1.13844400085509
2005,0.668127000331879
2013,2.23249500058591
2028,1.02551100030541
2040,0.923305001109838
2049,1.07211200147867
2051,1.40290199965239
2059,0.946147000417113
2063,0.957057001069188
2069,1.11974300071597
2077,1.32358299940825
2080,1.33573800139129
2097,1.22005399875343
2097,0.69370200112462
2100,0.955426000058651
2101,0.677269998937845
2104,1.10687300004065
2104,0.892016001045704
2108,1.11391799896956
2111,1.66128800064325
2119,1.2004339993
2120,1.04312499985099
2130,0.982202999293804
2133,0.834402998909354
2145,1.25587400048971
2146,0.861758001148701
2147,1.18388600088656
2157,0.73543499968946
2165,2.1166209988296
2171,1.34194600023329
2181,1.4056119993329
2185,1.4902760013938
2187,0.75432600080967
2187,1.20350999943912
2217,0.976928999647498
2224,1.32702199928463
2229,1.11581000126898
2231,0.977014999836683
2233,1.50491300038993
2237,1.47728700004518
2241,0.934474000707269
2251,1.82168000005186
2252,0.862220998853445
2252,1.25076599977911
2255,1.27648499980569
2258,1.09785999916494
2265,0.849861999973655
2266,0.858850998803973
2268,1.21628100052476
2269,1.40797900035977
2275,0.960186999291182
2283,0.952766999602318
2287,2.25014499947429
2290,0.894201999530196
2301,1.73484500125051
2313,1.30000999942422
2313,1.13186500035226
2315,1.34431600011885
2334,1.30463300086558
2345,1.24924399890006
2347,1.16030099987984
2363,0.593344999477267
2374,1.04337099939585
2375,1.39508200064302
2376,1.12792200036347
2383,1.23862900026143
2385,0.9355059992522
2386,0.891042999923229
2393,1.16366999968886
2406,1.87914899922907
2434,1.18721899949014
2436,0.977148000150919
2438,1.21472699940205
2445,1.54392899945378
2456,1.09794299863279
